Total_Population,YEAR,AGE_MEAN,Person_in_Household_MEAN,Income_MEAN,Moving_Count_MEAN,Lifeevents_Count_MEAN,UniqueMed_Count_MEAN,ZVWKOSTENTOTAAL_MEAN,ZVWKHUISARTS_NO_REG_MEAN,ZVWKZIEKENHUIS_MEAN,ZVWKFARMACIE_MEAN,ZVWKOSTENPSYCHO_MEAN,%_Gender_Vrouwen,%_0to20,%_21to40,%_41to60,%_61to80,%_Above80,%_MajorEthnicity_Native Dutch,%_MajorEthnicity_Western,%_MajorEthnicity_Non-Western,%_MinorEthnicity_Marokko,%_MinorEthnicity_Suriname,%_MinorEthnicity_Turkije,%_MinorEthnicity_Voormalige Nederlandse Antillen en Aruba,%_Multiperson_Household,%_HouseholdType_Institutional,%_Employee,%_Unemployment_benefit_user,%_Welfare_benefit_user,%_Other_social_benefit_user,%_Sickness_benefit_user,%_Pension_benefit_user,%_Moving_count_above_1,%_Lifeevents_count_above_2,%_Low_Income,%_Debt_Mortgage,%_Debt_Poor,%_Wanbet,%_WMO_user,%_WLZ_user,%_ZVWKHUISARTS_user,%_ZVWKFARMACIE_user,%_ZVWKZIEKENHUIS_user,%_ZVWKOSTENPSYCHO_user,%_HVZ_Medication_user,%_UniqueMed_Count_>=5,%_UniqueMed_Count_>=10,%_DIAB_Medication_user,%_BLOEDDRUKV_Medication_user,%_CHOL_Medication_user,%_Hypertensie_patients,%_COPD_patients,%_Diabetes_I_patients,%_Diabetes_II_patients,%_Chronic_Hartfalen_patients,%_Morbus_Parkinson_patients,%_Heupfractuur_patients,%_BMIUP45_patients,%_HGOPL_Low,%_HGOPL_Mid,%_HGOPL_High,ZVWKHUISARTS_MEAN,Projection_demand,Wijknaam,WKC,cluster,Cluster,Age,Total_Cost,GP_Utilization,Polyfarmacie,Minority,Income,Cluster_Reworked,Cluster_Reworked_Number
32153.0,2021.0,36.42072813873639,3.306638869923693,24051.819734224162,1.0118094703022869,2.688688777090497,5.240011468124384,3072.3817245523937,153.60680301571995,1395.7841984734036,347.29876515736663,223.3521064616773,0.4989737771782662,0.26465793901308693,0.2908139179165528,0.2674695322717031,0.14891488633634423,0.016461475194679193,0.0886660128360332,0.09973014794787123,0.811573630067185,0.20939302280363675,0.1482455259173651,0.2607841517344054,0.0275749378039745,0.7915406036029231,0.004477200071313251,0.25405319348777605,0.004862681346178781,0.10114988260191411,0.023062387211794357,0.05858733222858129,0.10439048701741531,0.010862261289485156,0.10156458070348909,0.17803805574836715,0.3130963377690439,0.00038575007980598975,0.028603957444191242,0.11073040076273609,0.015750340357289748,0.9526284020131711,0.7025696436178291,0.5921543893847558,0.04767790320217577,0.2398482594185709,0.3027148507779269,0.112888608877988,0.10123649154743776,0.1831546692752364,0.14982556610475833,0.01573384820471166,0.01075579790055103,0.01075985295469218,0.023737347925421072,0.01128252165424418,0.00119654638019169,0.0008550884780212601,0.00671672243684504,0.414150416311186,0.21569169138830013,0.1371717250539905,234.76378944415478,234.98017811788816, Wijk 29 Schildersbuurt,WK051829,3,3,Younger,Higher Cost,Higher Burden,Higher Use,Higher Minority,Lower Income,1,1
32117.237373737375,2022.0,36.84196108208207,3.166416271086533,25222.410852449022,1.0075855540546736,2.6649373841987263,5.212148082139474,3112.8439170379997,160.08285021927094,1400.8677102841843,344.12564754784916,217.93054542538772,0.49885476674999746,0.2591286950137862,0.2895741911181738,0.26837459300071764,0.1540558600935924,0.017498803173889764,0.08906844090019003,0.10398516010868318,0.8068929524378747,0.20648734214108033,0.14484026325128807,0.2592432860364664,0.027526824531304665,0.7956026803917537,0.0038036043916726808,0.2610068600283436,0.0038139847347479095,0.09913199756221792,0.024201048785785436,0.06011278527198233,0.1075850632038396,0.0071472138972616325,0.09433863179528235,0.17032805513492713,0.30965898191820923,-7.750029538482065e-05,0.025266261980626148,0.11564826156449015,0.017168966499316242,0.9532150714804775,0.6956482829592701,0.583290522635203,0.0452365489867171,0.2427010529759666,0.29886816262697885,0.11090931656521653,0.10276620704318834,0.18449334794011726,0.15199724253181557,0.015391128816449776,0.010003208207204944,0.010544841154477394,0.022713438195777175,0.010432580583528741,0.0011223839737739645,0.0008076502961173371,0.0066239565032138814,0.4191711207959356,0.2235918817499956,0.14436256597614489,243.28358248676193,243.580578148852, Wijk 29 Schildersbuurt,WK051829,3,3,Younger,Higher Cost,Higher Burden,Higher Use,Higher Minority,Lower Income,1,1
32058.9898989899,2023.0,37.2567525314777,3.0517955071797727,26431.793352697932,1.0033872980182676,2.641169040602472,5.191327147276664,3159.831282692693,166.66487421509464,1408.2502109166246,341.0703163134444,212.0178022172654,0.49884632205996426,0.2537079507075534,0.28831317983309446,0.26927703988822305,0.15916135335432424,0.018481712992979092,0.08939909293359666,0.10802276437947603,0.8025056863920463,0.2039029034800055,0.14140129393708598,0.25785727872504943,0.027399841152792773,0.8023955092505368,0.0032060660207776457,0.26880114170643304,0.0028800992381810223,0.09814099232206545,0.02539525893515843,0.06184922517270518,0.11116962263772664,0.0034584118413341185,0.08715266302372537,0.1644971705709628,0.30889802841261155,-0.0005348223527145372,0.022157103755562985,0.12186742446503107,0.018625734686354152,0.9540671080640766,0.6896066194590152,0.5756285512049545,0.04276139951008223,0.24564924188741002,0.2956719150695477,0.10941592926838085,0.10428907794942507,0.18567006112568826,0.15440915973740807,0.015064260859045804,0.00927878322377659,0.010334897378919673,0.021732731172737434,0.009610297282499507,0.001050144643739568,0.0007598839828741257,0.0065348567809273474,0.43034159697643276,0.23377863359584392,0.15261326987691293,251.81278056410932,252.1804464316966, Wijk 29 Schildersbuurt,WK051829,3,3,Younger,Higher Cost,Higher Burden,Higher Use,Higher Minority,Lower Income,1,1
31978.257575757576,2024.0,37.66510248692328,2.9627765782034112,27679.967234970878,0.9992147021930693,2.617383746301735,5.177548663535953,3213.343821516473,173.35287500319112,1417.9317003707245,338.13277145415225,205.61387683731036,0.4989484431081666,0.24839570609438866,0.28703088406131483,0.27017687293421927,0.1642313661185397,0.019410204651947177,0.08965796893625316,0.11184296076024978,0.7984118319297,0.20163970682041227,0.1379286179747588,0.25662612980015465,0.02719398766843882,0.8119190901792722,0.0026845849586281468,0.27743603852204446,0.002061024856478121,0.0981768668814567,0.026645017659913346,0.06379665193074983,0.11514416531907644,-0.0002041448782974034,0.0800066743888182,0.16054540205647413,0.3108134772522507,-0.0009862160921831568,0.019276482769001745,0.1293878894643588,0.02012064491840347,0.9551845117639682,0.6844446531170646,0.5691684750940105,0.04025245477227117,0.24869282615290111,0.29312610810563344,0.10840844698748095,0.10580510426614799,0.18668480883194938,0.1570613177215358,0.014753244332499742,0.008582522950265972,0.01013002162801902,0.020795226856301852,0.008815671751156474,0.0009798283900885004,0.0007117895382916261,0.006449423269985437,0.44766184485267746,0.24625194692584507,0.16192383675629451,260.35138367619675,260.779782966422, Wijk 29 Schildersbuurt,WK051829,3,3,Younger,Higher Cost,Higher Burden,Higher Use,Higher Minority,Lower Income,1,1
31875.040404040406,2025.0,38.06701094841881,2.899359484157449,28966.932499267867,0.9950677665790784,2.593581501296514,5.170812630917342,3273.38153350934,180.14685258356033,1429.9121786464837,335.3130129699728,198.71876928552257,0.49916112989460454,0.2431919611742919,0.28572730380283484,0.2710740921387063,0.16926589838623882,0.02028427815079402,0.08984506890815946,0.11544574925100444,0.7946113890508354,0.19969775216230057,0.13442223536430653,0.2555498392617819,0.02690926407824281,0.82417342317796,0.0022391612052241813,0.2869115504751778,0.0013567615896392035,0.09923962124039168,0.027950324960050184,0.06595506554611631,0.119508691247889,-0.0038404562616329227,0.0729006658905608,0.15847274959146118,0.3154053284371269,-0.0014316815137906825,0.01662439902094244,0.13820965656247336,0.021653697195464207,0.9565672825801528,0.6801623839334181,0.5639102943023708,0.03770971477328391,0.2518318057724399,0.291230741735236,0.1078868697225168,0.10731428599335704,0.1875375910589006,0.15995371648419882,0.014458079236811592,0.007914427386673088,0.009930213901775434,0.019900925246470427,0.008048703989499648,0.0009114352128207626,0.000663366962369838,0.006367655970388151,0.4711318644246697,0.26101182173999904,0.17229426661428976,268.8993918230245,269.3785877530281, Wijk 29 Schildersbuurt,WK051829,3,3,Younger,Higher Cost,Higher Burden,Higher Use,Higher Minority,Lower Income,1,1
31749.33838383838,2026.0,38.46247791596429,2.861544225041886,30292.689145588898,0.990946491176295,2.56976230558681,5.17111904942083,3339.9444186712935,187.04680695620232,1444.1916457439022,332.61104086090603,191.332479561902,0.49948438241927795,0.23809671594726312,0.2844024390576546,0.2719686975016842,0.17426495015742158,0.021103933489519618,0.08996039284931562,0.11883112985173999,0.7911043577554527,0.1980770395056704,0.13088214610572918,0.2546284071099313,0.026545670382204744,0.8391585082466002,0.001869794760565752,0.2972276775658331,0.0007673094376642754,0.10132925539887036,0.029311180835568947,0.0683244660188046,0.1242632004241643,-0.007450522308672429,0.06583463752895319,0.15827921317592392,0.32267358196723994,-0.0018712186175371117,0.014200852511385066,0.14833272575937478,0.02322489151753636,0.9582154205126299,0.6767598119080758,0.5598540088300358,0.035133179513120456,0.2550661807460263,0.2899858159583555,0.10785119747348847,0.10881662313105227,0.188228407806542,0.16308635602539706,0.014178765571981352,0.007274496532997941,0.009735474200188917,0.019049826343243162,0.0073093939975290255,0.0008449651119363536,0.0006146162551087615,0.006289554882135489,0.5007516556924095,0.2780582580383059,0.18372455945089863,277.45680500459247,277.97686079151504, Wijk 29 Schildersbuurt,WK051829,3,3,Younger,Higher Cost,Higher Burden,Higher Use,Higher Minority,Lower Income,1,1
31601.151515151512,2027.0,38.851503389559724,2.8493308008567215,31657.23717393397,0.9868508759847191,2.5459261591726223,5.178467919046417,3413.0324770023344,194.05273812111705,1460.7701016629803,330.02685512695194,183.45500766644875,0.49991820068218695,0.23310997041330234,0.28305628982577397,0.2728606890231529,0.17922852143208795,0.021869170668123973,0.0900039407597216,0.12199910256245644,0.787890738043552,0.19677756885052183,0.12730835019902675,0.25386183334460277,0.02610320658032462,0.8568743453851928,0.0015764856246528588,0.3083844197940104,0.00029266840055332775,0.10444576935689276,0.03072758528646962,0.0709048533488147,0.12940769284790238,-0.011034343019415943,0.058808589303995365,0.15996479280986234,0.3326182378425899,-0.002304827403422447,0.012005843240329613,0.15975709705506302,0.024834227884619923,0.9601289255613997,0.6742369370410377,0.556999618677005,0.0325228489917808,0.2583959510736605,0.2893913307749918,0.10830143024039589,0.11031211567923366,0.18875725907487348,0.16645923634513057,0.013915303338009024,0.006662730389240527,0.009545802523259464,0.018241930146620053,0.006597741775244607,0.000780418087435274,0.0005655374165083964,0.006215120005227451,0.5365212186558969,0.29739125582076553,0.1962147152661211,286.0236232209006,286.57460208188274, Wijk 29 Schildersbuurt,WK051829,3,3,Younger,Higher Cost,Higher Burden,Higher Use,Higher Minority,Lower Income,1,1
31430.4797979798,2028.0,39.234087369205106,2.8627192116019566,33060.57658430308,0.9827809210043507,2.522073062053951,5.192859239794104,3492.645708502462,201.16464607830454,1479.6475464037178,327.5604557681105,175.08635359916275,0.5004625846833315,0.22823172457240956,0.2816888561071931,0.2737500667031124,0.184156612210238,0.022579989686607092,0.08997571263937743,0.12494966738315379,0.7849705299151332,0.1957993401968548,0.12370084764419921,0.25325011796579633,0.02558187267260243,0.8773209345937378,0.0013592337974855017,0.3203817771597096,-6.716152169363235e-05,0.10858916311445888,0.03219953831275223,0.07369622753614662,0.1349421685191032,-0.014591918393863458,0.051822521215687284,0.16352948849327645,0.3452392960631768,-0.002732507871446687,0.010039371207776086,0.17248277044953814,0.026481706296714903,0.9623077977264624,0.6725937593323038,0.5553471238432787,0.029878723209264955,0.2618211167553423,0.28944728618514504,0.1092375680232391,0.1118007636379012,0.18912414486389512,0.17007235744339932,0.013667692534894606,0.006079128955400848,0.009361198870987082,0.0174772366566011,0.005913747322646389,0.0007177941393175233,0.0005161304465687434,0.006144351339664037,0.5784405533151318,0.3190108150873781,0.20976473405995721,294.59984647194887,295.1718116241312, Wijk 29 Schildersbuurt,WK051829,3,3,Younger,Higher Cost,Higher Burden,Higher Use,Higher Minority,Lower Income,1,1
31237.323232323233,2029.0,39.61022985490044,2.901709457277591,34502.707376696235,0.9787366262351899,2.4982030142307967,5.21429301166389,3578.784113171677,208.3825308277648,1500.8239799661146,325.21184278438176,166.22651736004397,0.5011175344227116,0.2234619784245848,0.2803001379019119,0.2746368305415628,0.18904922249187167,0.02323639054496896,0.08987570848828308,0.12768282431383204,0.7823437333701962,0.19514235354466936,0.1200596384412466,0.252793260973512,0.02498166865903819,0.9004982758722352,0.001218039279063679,0.3332197496629308,-0.0003121803290766067,0.11375943667156871,0.03372703991441674,0.07669858858080035,0.1408666274377668,-0.018123248432014974,0.044876433264029014,0.16897330022616627,0.3605367566290007,-0.003154260021609832,0.008301436413724501,0.18650974594280006,0.02816732675382129,0.9647520370078175,0.6718302787818741,0.5548965243288568,0.027200802165572906,0.2653416777910718,0.2901536821888151,0.11065961082201808,0.1132825670070549,0.1893290651736069,0.17392571932020334,0.013435933162638102,0.005523692231478906,0.009181663243371763,0.016755745873186307,0.005257410639734377,0.0006570932675831019,0.0004663953452898014,0.006077248885445247,0.6265096596701143,0.34291693583814353,0.22437461583240687,303.1854747577374,303.7684894182604, Wijk 29 Schildersbuurt,WK051829,3,3,Younger,Higher Cost,Higher Burden,Higher Use,Higher Minority,Lower Income,1,1
31021.681818181816,2030.0,39.97993084664572,2.966301537883625,35983.62955111344,0.9747179916772365,2.4743160157031587,5.242769234655776,3671.447691009979,215.7063923694978,1524.299402350171,322.9810161757657,156.8754989490925,0.5018830499003272,0.21880073196982802,0.27889013520993033,0.275520980538504,0.193906352276989,0.02383837324320959,0.08970392830643856,0.13019857335449117,0.7800103484087412,0.19480660889396545,0.11638472259016891,0.25249126236774977,0.02430259453963189,0.9264063692206849,0.0011529020693873933,0.34689833730367386,-0.0004423880215955918,0.11995659002822226,0.03531009009146319,0.07991193648277588,0.1471810696038931,-0.02162833313387047,0.03797032544902053,0.17629622800853176,0.3785106195400615,-0.0035700838539118804,0.006792038858174837,0.2018380235348488,0.0298910892559391,0.9674616434054656,0.6719464953897486,0.5556478201337394,0.024489085860704668,0.268957634180849,0.2915105187860021,0.11256755863673286,0.11475752578669476,0.18937202000400877,0.1780193219755426,0.013220025221239506,0.004996420217474698,0.009007195640413513,0.016077457796375674,0.004628731726508569,0.0005983154722320099,0.00041633211267157124,0.00601381264257108,0.6807285377208443,0.36910961807306175,0.24004436058347023,311.78050807826605,312.36463546427035, Wijk 29 Schildersbuurt,WK051829,3,3,Younger,Higher Cost,Higher Burden,Higher Use,Higher Minority,Lower Income,1,1
